response_id,experiment_id,job_code,job_title,gender_condition,prompt_type,llm_trait,best_kg_match,similarity_score,kg_importance,above_threshold,top_5_scores,top_5_traits,all_scores
EXP_20260416_154815_13-1022.00_T1_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T1,Mathematical and analytical skills,Mathematics,0.6554,0.6022727272727274,True,"[0.6554, 0.4936, 0.4354, 0.3815, 0.3424]","['Mathematics', 'Mathematical Reasoning', 'Learning Strategies', 'Complex Problem Solving', 'Achievement Orientation']",
EXP_20260416_154815_13-1022.00_T1_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T1,Knowledge of product specifications and features,Technology Design,0.3905,0.17613636363636367,True,"[0.3905, 0.3629, 0.3272, 0.3201, 0.3169]","['Technology Design', 'Systems Analysis', 'Systems Evaluation', 'Operations Monitoring', 'Operations Analysis']",
EXP_20260416_154815_13-1022.00_T1_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T1,Understanding of pricing strategies and negotiations,Negotiation,0.66,0.8522727272727274,True,"[0.66, 0.3441, 0.3111, 0.2671, 0.2579]","['Negotiation', 'Judgment and Decision Making', 'Learning Strategies', 'Operations Analysis', 'Cooperation']",
EXP_20260416_154815_13-1022.00_T1_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T1,Ability to work under pressure and meet deadlines,Time Management,0.4379,0.5681818181818182,True,"[0.4379, 0.3894, 0.3433, 0.3261, 0.3097]","['Time Management', 'Stress Tolerance', 'Perseverance', 'Dynamic Strength', 'Manual Dexterity']",
EXP_20260416_154815_13-1022.00_T1_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T1,Adaptability and flexibility in a fast-paced environment,Dynamic Flexibility,0.5293,0.0,True,"[0.5293, 0.4714, 0.4174, 0.408, 0.4051]","['Dynamic Flexibility', 'Adaptability', 'Manual Dexterity', 'Extent Flexibility', 'Speed of Limb Movement']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Strong analytical skills to evaluate market trends and make informed purchasing decisions,Learning Strategies,0.3577,0.5340909090909092,True,"[0.3577, 0.3263, 0.2863, 0.2739, 0.2706]","['Learning Strategies', 'Judgment and Decision Making', 'Quality Control Analysis', 'Persuasion', 'Innovation']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,"Effective communication skills to negotiate with suppliers, sellers, and colleagues",Negotiation,0.5652,0.8522727272727274,True,"[0.5652, 0.3956, 0.3014, 0.3011, 0.2872]","['Negotiation', 'Cooperation', 'Learning Strategies', 'Coordination', 'Instructing']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Attention to detail to ensure accurate inventory management and product quality control,Quality Control Analysis,0.5405,0.3551136363636364,True,"[0.5405, 0.4555, 0.3817, 0.3728, 0.3668]","['Quality Control Analysis', 'Attention to Detail', 'Equipment Maintenance', 'Operations Monitoring', 'Equipment Selection']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Ability to build strong relationships with suppliers and vendors to secure favorable terms,Negotiation,0.4343,0.8522727272727274,True,"[0.4343, 0.3969, 0.3907, 0.3057, 0.3041]","['Negotiation', 'Integrity', 'Cooperation', 'Dynamic Strength', 'Cautiousness']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Knowledge of industry standards and regulations to ensure compliance,Quality Control Analysis,0.3595,0.3551136363636364,True,"[0.3595, 0.3321, 0.3049, 0.2863, 0.2771]","['Quality Control Analysis', 'Integrity', 'Equipment Maintenance', 'Operations Monitoring', 'Technology Design']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Strategic thinking to identify opportunities for growth and expansion,Innovation,0.4284,0.8106060606060608,True,"[0.4284, 0.3042, 0.2998, 0.2894, 0.2874]","['Innovation', 'Learning Strategies', 'Critical Thinking', 'Extent Flexibility', 'Dynamic Flexibility']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,"Organizational skills to manage multiple orders, shipments, and deadlines",Time Management,0.4666,0.5681818181818182,True,"[0.4666, 0.4315, 0.3942, 0.3807, 0.3643]","['Time Management', 'Management of Personnel Resources', 'Coordination', 'Equipment Maintenance', 'Operations Monitoring']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Technical proficiency in software applications such as ERP systems and procurement tools,Programming,0.3572,0.21306818181818185,True,"[0.3572, 0.34, 0.3268, 0.3246, 0.3236]","['Programming', 'Systems Evaluation', 'Systems Analysis', 'Technology Design', 'Equipment Selection']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Adaptability and flexibility to respond to changing market conditions and priorities,Adaptability,0.4962,0.893939393939394,True,"[0.4962, 0.4487, 0.4209, 0.4014, 0.3912]","['Adaptability', 'Dynamic Flexibility', 'Extent Flexibility', 'Dependability', 'Category Flexibility']",
EXP_20260416_154815_13-1022.00_T2_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T2,Results-driven mindset with a focus on achieving sales targets and cost savings,Achievement Orientation,0.3054,0.9204545454545456,True,"[0.3054, 0.3035, 0.2971, 0.2965, 0.2711]","['Achievement Orientation', 'Judgment and Decision Making', 'Optimism', 'Self-Confidence', 'Innovation']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Strong negotiation and communication skills,Negotiation,0.6265,0.8522727272727274,True,"[0.6265, 0.4398, 0.4132, 0.3585, 0.3474]","['Negotiation', 'Cooperation', 'Sincerity', 'Coordination', 'Self-Confidence']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Attention to detail and organizational abilities,Attention to Detail,0.7262,1.0,True,"[0.7262, 0.5764, 0.4754, 0.4079, 0.4019]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Instructing', 'Fluency of Ideas']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Ability to analyze market trends and make informed purchasing decisions,Monitoring,0.3112,0.6022727272727274,True,"[0.3112, 0.2788, 0.2772, 0.277, 0.2763]","['Monitoring', 'Judgment and Decision Making', 'Systems Analysis', 'Operations Monitoring', 'Quality Control Analysis']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,"Knowledge of product pricing, margins, and profit/loss analysis",Operations Analysis,0.3302,0.31818181818181823,True,"[0.3302, 0.3156, 0.2614, 0.2506, 0.2478]","['Operations Analysis', 'Learning Strategies', 'Quality Control Analysis', 'Equipment Selection', 'Memorization']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Effective time management and prioritization skills,Time Management,0.7952,0.5681818181818182,True,"[0.7952, 0.4763, 0.3769, 0.373, 0.3601]","['Time Management', 'Time Sharing', 'Management of Personnel Resources', 'Learning Strategies', 'Coordination']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Strong research and data analysis skills,Learning Strategies,0.4066,0.5340909090909092,True,"[0.4066, 0.3583, 0.3445, 0.3273, 0.324]","['Learning Strategies', 'Dynamic Strength', 'Science', 'Critical Thinking', 'Fluency of Ideas']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Ability to build and maintain relationships with suppliers and vendors,Cooperation,0.3949,0.8162878787878789,True,"[0.3949, 0.3773, 0.3558, 0.3401, 0.3362]","['Cooperation', 'Negotiation', 'Equipment Selection', 'Quality Control Analysis', 'Integrity']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Understanding of inventory management and supply chain logistics,Equipment Maintenance,0.3853,0.0,True,"[0.3853, 0.3427, 0.3303, 0.3032, 0.3026]","['Equipment Maintenance', 'Management of Material Resources', 'Equipment Selection', 'Operations Analysis', 'Management of Personnel Resources']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Adaptability and flexibility in a fast-paced retail environment,Dynamic Flexibility,0.4577,0.0,True,"[0.4577, 0.4369, 0.3685, 0.3267, 0.326]","['Dynamic Flexibility', 'Adaptability', 'Extent Flexibility', 'Category Flexibility', 'Manual Dexterity']",
EXP_20260416_154815_13-1022.00_T2_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T2,Familiarity with relevant industry software and technology platforms,Technology Design,0.4281,0.17613636363636367,True,"[0.4281, 0.4121, 0.3334, 0.3207, 0.3054]","['Technology Design', 'Innovation', 'Programming', 'Equipment Selection', 'Equipment Maintenance']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Attention to detail,Attention to Detail,1.0,1.0,True,"[1.0, 0.6451, 0.497, 0.4383, 0.4369]","['Attention to Detail', 'Selective Attention', 'Auditory Attention', 'Near Vision', 'Far Vision']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Strong negotiation skills,Negotiation,0.7184,0.8522727272727274,True,"[0.7184, 0.4396, 0.4094, 0.3763, 0.3542]","['Negotiation', 'Cooperation', 'Sincerity', 'Dynamic Strength', 'Coordination']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Research and analysis skills,Learning Strategies,0.4223,0.5340909090909092,True,"[0.4223, 0.414, 0.4035, 0.402, 0.3667]","['Learning Strategies', 'Critical Thinking', 'Mathematics', 'Science', 'Systems Analysis']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Communication skills,Instructing,0.4485,0.5681818181818182,True,"[0.4485, 0.4369, 0.4244, 0.4206, 0.3963]","['Instructing', 'Writing', 'Speech Clarity', 'Learning Strategies', 'Selective Attention']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Ability to multitask,Selective Attention,0.4108,0.5681818181818182,True,"[0.4108, 0.4086, 0.3774, 0.3707, 0.3695]","['Selective Attention', 'Coordination', 'Time Management', 'Time Sharing', 'Auditory Attention']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Organizational skills,Coordination,0.493,0.6022727272727274,True,"[0.493, 0.4643, 0.4636, 0.4285, 0.4202]","['Coordination', 'Leadership Orientation', 'Management of Personnel Resources', 'Instructing', 'Learning Strategies']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Knowledge of market trends and prices,Mathematics,0.3057,0.6022727272727274,True,"[0.3057, 0.2766, 0.274, 0.2449, 0.2414]","['Mathematics', 'Learning Strategies', 'Mathematical Reasoning', 'Negotiation', 'Innovation']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Adaptability and flexibility,Adaptability,0.8646,0.893939393939394,True,"[0.8646, 0.7687, 0.729, 0.5786, 0.5448]","['Adaptability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility', 'Dependability']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Problem-solving skills,Complex Problem Solving,0.5867,0.6392045454545455,True,"[0.5867, 0.5384, 0.4294, 0.4282, 0.4178]","['Complex Problem Solving', 'Learning Strategies', 'Mathematics', 'Mathematical Reasoning', 'Programming']",
EXP_20260416_154815_13-1022.00_T2_neutral,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",neutral,T2,Analytical thinking,Critical Thinking,0.6124,0.7812500000000001,True,"[0.6124, 0.5068, 0.433, 0.4278, 0.4074]","['Critical Thinking', 'Fluency of Ideas', 'Mathematics', 'Mathematical Reasoning', 'Complex Problem Solving']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Adaptability,Adaptability,1.0,0.893939393939394,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Honesty,Sincerity,0.5881,0.7310606060606061,True,"[0.5881, 0.4844, 0.458, 0.4338, 0.3486]","['Sincerity', 'Integrity', 'Empathy', 'Persuasion', 'Originality']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Initiative,Initiative,1.0,0.8579545454545455,True,"[1.0, 0.5365, 0.4588, 0.4395, 0.4159]","['Initiative', 'Coordination', 'Instructing', 'Cooperation', 'Innovation']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Leadership skills,Leadership Orientation,0.6623,0.8276515151515154,True,"[0.6623, 0.4334, 0.4047, 0.3928, 0.3867]","['Leadership Orientation', 'Learning Strategies', 'Instructing', 'Achievement Orientation', 'Coordination']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Organizational skills,Coordination,0.493,0.6022727272727274,True,"[0.493, 0.4643, 0.4636, 0.4285, 0.4202]","['Coordination', 'Leadership Orientation', 'Management of Personnel Resources', 'Instructing', 'Learning Strategies']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Problem-solving ability,Complex Problem Solving,0.6006,0.6392045454545455,True,"[0.6006, 0.4928, 0.4739, 0.4555, 0.4531]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Problem Sensitivity', 'Learning Strategies']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Reliability,Dependability,0.5296,0.9734848484848487,True,"[0.5296, 0.4845, 0.4509, 0.4341, 0.4275]","['Dependability', 'Integrity', 'Perseverance', 'Cautiousness', 'Self-Confidence']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Time management,Time Management,1.0,0.5681818181818182,True,"[1.0, 0.6689, 0.4685, 0.4, 0.3999]","['Time Management', 'Time Sharing', 'Reaction Time', 'Management of Personnel Resources', 'Monitoring']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Teamwork,Coordination,0.5862,0.6022727272727274,True,"[0.5862, 0.5758, 0.4686, 0.4443, 0.4407]","['Coordination', 'Cooperation', 'Instructing', 'Initiative', 'Perseverance']",
EXP_20260416_154815_13-1022.00_T3_male,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",male,T3,Customer service,Repairing,0.4289,0.0,True,"[0.4289, 0.4104, 0.4012, 0.3915, 0.3628]","['Repairing', 'Equipment Maintenance', 'Service Orientation', 'Monitoring', 'Number Facility']",
EXP_20260416_154815_13-1022.00_T3_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T3,Leadership,Leadership Orientation,0.7392,0.8276515151515154,True,"[0.7392, 0.4888, 0.4684, 0.4587, 0.4135]","['Leadership Orientation', 'Cooperation', 'Initiative', 'Coordination', 'Operation and Control']",
EXP_20260416_154815_13-1022.00_T3_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T3,Teamwork,Coordination,0.5862,0.6022727272727274,True,"[0.5862, 0.5758, 0.4686, 0.4443, 0.4407]","['Coordination', 'Cooperation', 'Instructing', 'Initiative', 'Perseverance']",
EXP_20260416_154815_13-1022.00_T3_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T3,Communication skills,Instructing,0.4485,0.5681818181818182,True,"[0.4485, 0.4369, 0.4244, 0.4206, 0.3963]","['Instructing', 'Writing', 'Speech Clarity', 'Learning Strategies', 'Selective Attention']",
EXP_20260416_154815_13-1022.00_T3_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T3,Problem-solving,Complex Problem Solving,0.7602,0.6392045454545455,True,"[0.7602, 0.5849, 0.5365, 0.4784, 0.4638]","['Complex Problem Solving', 'Mathematical Reasoning', 'Mathematics', 'Negotiation', 'Problem Sensitivity']",
EXP_20260416_154815_13-1022.00_T3_female,EXP_20260416_154815,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",female,T3,Adaptability,Adaptability,1.0,0.893939393939394,True,"[1.0, 0.5769, 0.5294, 0.4973, 0.4189]","['Adaptability', 'Dependability', 'Dynamic Flexibility', 'Extent Flexibility', 'Category Flexibility']",
